,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
44629,6170,SKUA,medium_airport,Marandúa Air Base,5.5244800000000005,-68.6856,285.0,SA,CO,CO-VID,Marandúa,no,SKUA,,MQZ,,http://en.wikipedia.org/wiki/Marand%C3%BAa_Air_Base,
44630,6171,SKUC,medium_airport,Santiago Perez Airport,7.06888,-70.7369,420.0,SA,CO,CO-ARA,Arauca,yes,SKUC,AUC,AUC,,http://en.wikipedia.org/wiki/Santiago_P%C3%A9rez_Airport,
44631,6172,SKUI,medium_airport,El Caraño Airport,5.69076,-76.6412,204.0,SA,CO,CO-CHO,Quibdó,yes,SKUI,UIB,UIB,,http://en.wikipedia.org/wiki/El_Cara%C3%B1o_Airport,
44632,6173,SKUL,medium_airport,Heriberto Gíl Martínez Airport,4.08836,-76.2351,3132.0,SA,CO,CO-VAC,Tuluá,no,SKUL,ULQ,ULQ,,http://en.wikipedia.org/wiki/Heriberto_G%C3%ADl_Mart%C3%ADnez_Airport,Farfan Airport
44637,6176,SKVP,medium_airport,Alfonso López Pumarejo Airport,10.435,-73.2495,483.0,SA,CO,CO-CES,Valledupar,yes,SKVP,VUP,VUP,,http://en.wikipedia.org/wiki/Valledupar_Airport,
44638,6177,SKVV,medium_airport,Vanguardia Airport,4.16787,-73.6138,1394.0,SA,CO,CO-MET,Villavicencio,yes,SKVV,VVC,VVC,,http://en.wikipedia.org/wiki/La_Vanguardia_Airport,
44640,6178,SKYP,medium_airport,El Yopal Airport,5.31911,-72.384,1028.0,SA,CO,CO-CAS,El Yopal,yes,SKYP,EYP,EYP,,http://en.wikipedia.org/wiki/El_Alcarav%C3%A1n_Airport,
44654,6179,SLBJ,medium_airport,Bermejo Airport,-22.7733001709,-64.31289672850001,1249.0,SA,BO,BO-T,Bermejo,no,SLBJ,BJO,,,http://en.wikipedia.org/wiki/Bermejo_Airport,
44661,6180,SLCB,medium_airport,Jorge Wilsterman International Airport,-17.421100616455078,-66.17710113525389,8360.0,SA,BO,BO-C,Cochabamba,yes,SLCB,CBB,,,http://en.wikipedia.org/wiki/Jorge_Wilstermann_International_Airport,
44671,6182,SLCO,medium_airport,Capitán Aníbal Arab Airport,-11.0403995514,-68.78299713130001,889.0,SA,BO,BO-N,Cobija,yes,SLCO,CIJ,,,http://en.wikipedia.org/wiki/Cap._Anibal_Arab_Airport,
44694,6183,SLET,medium_airport,El Trompillo Airport,-17.8115997314,-63.1715011597,1371.0,SA,BO,BO-S,Santa Cruz,yes,SLET,SRZ,,,http://en.wikipedia.org/wiki/El_Trompillo_Airport,
44729,6184,SLLP,medium_airport,El Alto International Airport,-16.513299942016598,-68.19229888916016,13355.0,SA,BO,BO-L,La Paz / El Alto,yes,SLLP,LPB,,,http://en.wikipedia.org/wiki/El_Alto_International_Airport,
44744,6185,SLOR,medium_airport,Juan Mendoza Airport,-17.962600708,-67.0762023926,12152.0,SA,BO,BO-O,Oruro,no,SLOR,ORU,,http://en.wikipedia.org/wiki/Juan_Mendoza_Airport,,
44752,6186,SLPO,medium_airport,Capitan Nicolas Rojas Airport,-19.543100357100002,-65.72370147710001,12913.0,SA,BO,BO-P,Potosí,no,SLPO,POI,,,http://en.wikipedia.org/wiki/Cap._Nicolas_Rojas_Airport,
44754,6187,SLPS,medium_airport,Capitán Av. Salvador Ogaya G. airport,-18.975301,-57.820599,440.0,SA,BO,BO-S,Puerto Suárez,yes,SLPS,PSZ,,,http://en.wikipedia.org/wiki/Puerto_Su%C3%A1rez_International_Airport,
44770,6188,SLSA,medium_airport,Santa Ana Del Yacuma Airport,-13.7622003555,-65.43520355220001,472.0,SA,BO,BO-B,Santa Ana del Yacuma,no,SLSA,SBL,,,http://en.wikipedia.org/wiki/Santa_Ana_del_Yacuma_Airport,
44786,6189,SLSU,medium_airport,Juana Azurduy De Padilla Airport,-19.007099151611328,-65.2886962890625,9540.0,SA,BO,BO-H,Sucre,yes,SLSU,SRE,,,http://en.wikipedia.org/wiki/Juana_Azurduy_de_Padilla_International_Airport,
44792,6190,SLTJ,medium_airport,Capitan Oriel Lea Plaza Airport,-21.5557003021,-64.7013015747,6079.0,SA,BO,BO-T,Tarija,yes,SLTJ,TJA,,,http://en.wikipedia.org/wiki/Cap._Oriel_Lea_Plaza_Airport,
44795,6191,SLTR,medium_airport,Teniente Av. Jorge Henrich Arauz Airport,-14.8186998367,-64.9179992676,509.0,SA,BO,BO-B,Trinidad,no,SLTR,TDD,,,http://en.wikipedia.org/wiki/Tte._Av._Jorge_Henrich_Arauz_Airport,
44812,6192,SLVM,medium_airport,Teniente Coronel Rafael Pabón Airport,-21.2551994324,-63.405601501499994,1305.0,SA,BO,BO-T,Villamontes,no,SLVM,VLM,,,http://en.wikipedia.org/wiki/Tcnl._Rafael_Pab%C3%B3n_Airport,
44814,6193,SLVR,large_airport,Viru Viru International Airport,-17.6448,-63.135399,1224.0,SA,BO,BO-S,Santa Cruz,yes,SLVR,VVI,,,http://en.wikipedia.org/wiki/Viru_Viru_International_Airport,
44819,6194,SLYA,medium_airport,Yacuiba Airport,-21.960899353027344,-63.65169906616211,2112.0,SA,BO,BO-T,Yacuíba,no,SLYA,BYC,,,http://en.wikipedia.org/wiki/Yacuiba_Airport,
44846,6195,SMJP,medium_airport,Johan Adolf Pengel International Airport,5.4528298378,-55.1878013611,59.0,SA,SR,SR-PR,Zandery,yes,SMJP,PBM,,http://www.japi-airport.com,http://en.wikipedia.org/wiki/Johan_Adolf_Pengel_International_Airport,"Zanderij, JAP International Airport, JAPI Airport, JAPIA, ZY Airport"
45605,43788,SO-0001,medium_airport,K50 International Airport,2.00528,44.986599,100.0,AF,SO,SO-SH,Mogadishu,yes,,,,,http://en.wikipedia.org/wiki/K50_Airport,Km N° 50 Airport
45615,6198,SOCA,medium_airport,Cayenne-Rochambeau Airport,4.819809913639999,-52.360401153599994,26.0,SA,GF,GF-CY,Cayenne / Rochambeau,yes,SOCA,CAY,,,http://en.wikipedia.org/wiki/Cayenne-Rochambeau_Airport,Matoury
45620,6199,SOOG,medium_airport,Saint-Georges-de-l'Oyapock Airport,3.89759993553,-51.8041000366,46.0,SA,GF,GF-CY,Saint-Georges-de-l'Oyapock Airport,no,SOOG,OYP,,,http://en.wikipedia.org/wiki/Saint-Georges-de-l%27Oyapock_Airport,
45639,6202,SPAY,medium_airport,Teniente General Gerardo Pérez Pinedo Airport,-10.7291002274,-73.7665023804,751.0,SA,PE,PE-UCA,Atalaya,no,SPAY,,,,http://en.wikipedia.org/wiki/Tnte._Gral._Gerardo_P%C3%A9rez_Pinedo_Airport,
45642,6203,SPBC,medium_airport,Caballococha Airport,-3.91686010361,-70.5082015991,328.0,SA,PE,PE-LOR,Caballococha,no,SPBC,,LHC,,http://en.wikipedia.org/wiki/Caballococha_Airport,
45645,6204,SPBR,medium_airport,Iberia Airport,-11.411600112915039,-69.48870086669922,750.0,SA,PE,PE-MDD,Iberia,no,SPBR,IBP,,,,
45652,6205,SPCL,medium_airport,Cap FAP David Abenzur Rengifo International Airport,-8.37794017791748,-74.57430267333984,513.0,SA,PE,PE-UCA,Pucallpa,yes,SPCL,PCL,,,http://en.wikipedia.org/wiki/Captain_Rolden_International_Airport,
45663,6208,SPEO,medium_airport,Teniente FAP Jaime A De Montreuil Morales Airport,-9.149609565734863,-78.5238037109375,69.0,SA,PE,PE-ANC,Chimbote,yes,SPEO,CHM,,,http://en.wikipedia.org/wiki/Tnte._FAP_Jaime_Montreuil_Morales_Airport,
45677,6213,SPHI,medium_airport,Capitan FAP Jose A Quinones Gonzales International Airport,-6.787479877471924,-79.8281021118164,97.0,SA,PE,PE-LAM,Chiclayo,yes,SPHI,CIX,,,http://en.wikipedia.org/wiki/Cap._FAP_Jos%C3%A9_A._Qui%C3%B1ones_Gonzales_International_Airport,
45679,6214,SPHO,medium_airport,Coronel FAP Alfredo Mendivil Duarte Airport,-13.154800415039062,-74.20439910888672,8917.0,SA,PE,PE-AYA,Ayacucho,yes,SPHO,AYP,,,http://en.wikipedia.org/wiki/Coronel_FAP_Alfredo_Mendivil_Duarte_Airport,
45683,6216,SPHZ,medium_airport,Comandante FAP German Arias Graziani Airport,-9.347439765930176,-77.59839630126953,9097.0,SA,PE,PE-ANC,Anta,no,SPHZ,ATA,,,http://en.wikipedia.org/wiki/Comandante_FAP_Germ%C3%A1n_Arias_Graziani_Airport,
45686,6217,SPIM,large_airport,Jorge Chávez International Airport,-12.0219,-77.114305,113.0,SA,PE,PE-LIM,Lima,yes,SPJC,LIM,,http://www.lap.com.pe/,https://en.wikipedia.org/wiki/Jorge_Ch%C3%A1vez_International_Airport,SPIM
45694,6218,SPJA,medium_airport,Juan Simons Vela Airport,-6.067860126495361,-77.16000366210938,2707.0,SA,PE,PE-SAM,Rioja,no,SPJA,RIJ,,,,
45696,6219,SPJE,medium_airport,Shumba Airport,-5.59248,-78.774002,2477.0,SA,PE,PE-CAJ,Jaén,yes,SPJE,JAE,,,https://en.wikipedia.org/wiki/Ja%C3%A9n_Airport,
45697,6220,SPJI,medium_airport,Juanjui Airport,-7.169099807739258,-76.72859954833984,1148.0,SA,PE,PE-SAM,Juanjuí,no,SPJI,JJI,,,,
45698,6221,SPJJ,medium_airport,Francisco Carle Airport,-11.7831001282,-75.47339630130001,11034.0,SA,PE,PE-JUN,Jauja,yes,SPJJ,JAU,,,http://en.wikipedia.org/wiki/Francisco_Carle_Airport,
45699,6222,SPJL,medium_airport,Inca Manco Capac International Airport,-15.467100143432615,-70.158203125,12552.0,SA,PE,PE-PUN,Juliaca,yes,SPJL,JUL,,,http://en.wikipedia.org/wiki/Inca_Manco_Capac_International_Airport,
45701,6223,SPJR,medium_airport,Mayor General FAP Armando Revoredo Iglesias Airport,-7.1391801834106445,-78.4894027709961,8781.0,SA,PE,PE-CAJ,Cajamarca,yes,SPJR,CJA,,,http://en.wikipedia.org/wiki/My._Gral._FAP._Armando_Revoredo_Iglesias_Airport,
45707,6224,SPLO,medium_airport,Ilo Airport,-17.69499969482422,-71.34400177001953,72.0,SA,PE,PE-MOQ,Ilo,no,SPLO,ILQ,,,,
45711,6226,SPME,medium_airport,Capitan FAP Pedro Canga Rodriguez Airport,-3.55253005027771,-80.38140106201172,115.0,SA,PE,PE-TUM,Tumbes,yes,SPME,TBP,,,http://en.wikipedia.org/wiki/Cap._FAP_Pedro_Canga_Rodr%C3%ADguez_Airport,
45714,6228,SPMS,medium_airport,Moises Benzaquen Rengifo Airport,-5.893770217895508,-76.11820220947266,587.0,SA,PE,PE-LOR,Yurimaguas,yes,SPMS,YMS,,,http://en.wikipedia.org/wiki/Mois%C3%A9s_Benzaquen_Rengifo_Airport,
45715,6229,SPNC,medium_airport,Alferez Fap David Figueroa Fernandini Airport,-9.878809928894043,-76.20480346679688,6070.0,SA,PE,PE-HUC,Huánuco,yes,SPNC,HUU,,,http://en.wikipedia.org/wiki/Alf%C3%A9rez_FAP_David_Figueroa_Fernandini_Airport,
45739,6231,SPPY,medium_airport,Chachapoyas Airport,-6.201809883117676,-77.8561019897461,8333.0,SA,PE,PE-AMA,Chachapoyas,no,SPPY,CHH,,,,
45745,6232,SPQT,medium_airport,Coronel FAP Francisco Secada Vignetta International Airport,-3.7847399711608887,-73.30879974365234,306.0,SA,PE,PE-LOR,Iquitos,yes,SPQT,IQT,,,http://en.wikipedia.org/wiki/Crnl._FAP_Francisco_Secada_Vignetta_International_Airport,
45746,6233,SPQU,medium_airport,Rodríguez Ballón International Airport,-16.3411006927,-71.5830993652,8405.0,SA,PE,PE-ARE,Arequipa,yes,SPQU,AQP,,,http://en.wikipedia.org/wiki/Rodriguez_Ballon_International_Airport,
45751,6235,SPRU,medium_airport,Capitan FAP Carlos Martinez De Pinillos International Airport,-8.08141040802002,-79.10880279541016,106.0,SA,PE,PE-LAL,Trujillo,yes,SPRU,TRU,,,http://en.wikipedia.org/wiki/Cap._FAP_Carlos_Mart%C3%ADnez_de_Pinillos_International_Airport,
45759,6236,SPSO,medium_airport,Capitán FAP Renán Elías Olivera International Airport,-13.74489974975586,-76.22029876708984,39.0,SA,PE,PE-ICA,Pisco,no,SPSO,PIO,,,,
45761,6237,SPST,medium_airport,Cadete FAP Guillermo Del Castillo Paredes Airport,-6.508739948272705,-76.37319946289062,869.0,SA,PE,PE-SAM,Tarapoto,yes,SPST,TPP,,,http://en.wikipedia.org/wiki/Cad._FAP_Guillermo_del_Castillo_Paredes_Airport,
45766,6238,SPTN,medium_airport,Coronel FAP Carlos Ciriani Santa Rosa International Airport,-18.0533008575,-70.2758026123,1538.0,SA,PE,PE-TAC,Tacna,yes,SPTN,TCQ,,,http://en.wikipedia.org/wiki/Crnl._FAP_Carlos_Ciriani_Santa_Rosa_International_Airport,
45770,6239,SPTU,medium_airport,Padre Aldamiz International Airport,-12.613599777200001,-69.2285995483,659.0,SA,PE,PE-MDD,Puerto Maldonado,yes,SPTU,PEM,,,http://en.wikipedia.org/wiki/Padre_Aldamiz_International_Airport,Puerto Maldonado International Airport
45773,6240,SPUR,medium_airport,Capitán FAP Guillermo Concha Iberico International Airport,-5.20574998856,-80.61640167239999,120.0,SA,PE,PE-PIU,Piura,yes,SPUR,PIU,,,http://en.wikipedia.org/wiki/Cap._FAP_Guillermo_Concha_Iberico_International_Airport,
45780,6241,SPYL,medium_airport,Capitan Montes Airport,-4.5766401290894,-81.25409698486301,282.0,SA,PE,PE-PIU,Talara,yes,SPYL,TYL,,,http://en.wikipedia.org/wiki/Cap._FAP_Victor_Montes_Arias_Airport,
45783,6242,SPZA,medium_airport,Maria Reiche Neuman Airport,-14.854000091600001,-74.9615020752,1860.0,SA,PE,PE-ICA,Nazca,yes,SPZA,NZC,,,http://en.wikipedia.org/wiki/Maria_Reiche_Neuman_Airport,
45785,6243,SPZO,large_airport,Alejandro Velasco Astete International Airport,-13.535699844400003,-71.9387969971,10860.0,SA,PE,PE-CUS,Cusco,yes,SPZO,CUZ,,http://www.corpac.gob.pe/,http://en.wikipedia.org/wiki/Alejandro_Velasco_Astete_International_Airport,
45787,316767,SQD,medium_airport,Shangrao Sanqingshan Airport,28.3797,117.9643,340.0,AS,CN,CN-36,Shangrao,yes,ZSSR,SQD,,,https://en.wikipedia.org/wiki/Shangrao_Sanqingshan_Airport,
45788,316774,SQJ,medium_airport,Shaxian Airport,26.4263,117.8336,830.0,AS,CN,CN-35,Sanming,yes,ZSSM,SQJ,,,https://en.wikipedia.org/wiki/Sanming_Shaxian_Airport,
46435,517,SSZW,medium_airport,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,-25.1847,-50.1441,2588.0,SA,BR,BR-PR,Ponta Grossa,yes,SBPG,PGZ,SBPG,,https://en.wikipedia.org/wiki/Ponta_Grossa_Airport,Sant'ana Airport
46440,6244,SUAA,medium_airport,Angel S Adami Airport,-34.7892,-56.264702,174.0,SA,UY,UY-MO,Montevideo,no,SUAA,,,,https://en.wikipedia.org/wiki/%C3%81ngel_S._Adami_Airport,Aeródromo de Melilla
46452,6245,SUDU,medium_airport,Santa Bernardina International Airport,-33.358898162841804,-56.49919891357422,305.0,SA,UY,UY-DU,Durazno,no,SUDU,DZO,,,,
46459,6246,SULS,medium_airport,Capitan Corbeta CA Curbelo International Airport,-34.855098724365234,-55.09429931640625,95.0,SA,UY,UY-MA,Punta del Este,no,SULS,PDP,,http://www.puntadeleste.aero/,http://en.wikipedia.org/wiki/Capitan_Corbeta_CA_Curbelo_International_Airport,
46463,6247,SUMU,large_airport,Carrasco International /General C L Berisso Airport,-34.838402,-56.0308,105.0,SA,UY,UY-CA,Montevideo,yes,SUMU,MVD,,,http://en.wikipedia.org/wiki/Carrasco_International_Airport,
46472,6248,SUSO,medium_airport,Nueva Hesperides International Airport,-31.438499450683594,-57.98529815673828,187.0,SA,UY,UY-SA,Salto,no,SUSO,STY,,,,
46489,6249,SVAC,medium_airport,Oswaldo Guevara Mujica Airport,9.553375244140623,-69.23786926269531,640.0,SA,VE,VE-P,Acarigua,yes,SVAC,AGV,,,,
46497,6251,SVAN,medium_airport,Anaco Airport,9.430225372314453,-64.47072601318361,721.0,SA,VE,VE-B,Anaco,no,SVAN,AAO,,,http://en.wikipedia.org/wiki/Anaco_Airport,
46511,6255,SVBC,large_airport,General José Antonio Anzoategui International Airport,10.111111,-64.692222,30.0,SA,VE,VE-B,Barcelona,yes,SVBC,BLA,,http://aigdjaa.baer.gob.ve,https://en.wikipedia.org/wiki/General_Jos%C3%A9_Antonio_Anzo%C3%A1tegui_International_Airport,"Barcelona, Puero La Cruz,Lecheria"
46517,6256,SVBI,medium_airport,Barinas Airport,8.615,-70.21416667,615.0,SA,VE,VE-E,Barinas,yes,SVBI,BNS,,,,
46520,6258,SVBL,medium_airport,El Libertador Airbase,10.1833753586,-67.55731964110001,1450.0,SA,VE,VE-D,,no,SVBL,,ELR,,,
46521,6259,SVBM,medium_airport,Barquisimeto International Airport,10.042746543884276,-69.35861968994139,2042.0,SA,VE,VE-K,Barquisimeto,yes,SVBM,BRM,,,,
46526,6261,SVBS,medium_airport,Escuela Mariscal Sucre Airport,10.249978065490724,-67.64942169189453,1338.0,SA,VE,VE-D,Maracay,yes,SVBS,MYC,,,http://en.wikipedia.org/wiki/Mariscal_Sucre_Airport_(Venezuela),
46532,6262,SVCB,medium_airport,"Aeropuerto ""General Tomas de Heres"". Ciudad Bolivar",8.12216091156,-63.5369567871,197.0,SA,VE,VE-F,,no,SVCB,CBL,,,,
46533,6263,SVCD,medium_airport,Caicara del Orinoco Airport,7.625510215759277,-66.16280364990234,141.0,SA,VE,VE-F,,no,SVCD,CXA,,,,
46540,6267,SVCL,medium_airport,Calabozo Airport,8.92465591430664,-67.41709136962889,328.0,SA,VE,VE-J,Guarico,no,SVCL,CLZ,,,,
46542,6268,SVCN,medium_airport,Canaima Airport,6.2319889068603525,-62.85443115234375,1450.0,SA,VE,VE-F,Canaima,yes,SVCN,CAJ,,,,
46543,6269,SVCO,medium_airport,Carora Airport,10.175602912902832,-70.06521606445311,1437.0,SA,VE,VE-K,Carora,no,SVCO,VCR,,,,
46544,6270,SVCP,medium_airport,General Francisco Bermúdez Airport,10.660014152526855,-63.261680603027344,33.0,SA,VE,VE-R,Carúpano,yes,SVCP,CUP,,,,
46546,6271,SVCR,medium_airport,José Leonardo Chirinos Airport,11.41494369506836,-69.68090057373047,52.0,SA,VE,VE-I,Coro,yes,SVCR,CZE,,,,
46547,6272,SVCS,medium_airport,Oscar Machado Zuluaga Airport,10.286110877990724,-66.81610870361328,2145.0,SA,VE,VE-M,Caracas,no,SVCS,,,,,
46549,6273,SVCU,medium_airport,Cumaná (Antonio José de Sucre) Airport,10.450332641601562,-64.13047027587889,14.0,SA,VE,VE-R,,yes,SVCU,CUM,,,,
46569,6277,SVED,medium_airport,El Dorado Airport,6.733333110809326,-61.58333206176758,318.0,SA,VE,VE-F,Bolivar,no,SVED,EOR,,,,
46585,6281,SVEZ,medium_airport,Elorza Airport,7.083333015441895,-69.53333282470703,295.0,SA,VE,VE-C,,no,SVEZ,EOZ,,,,
46590,6282,SVFM,medium_airport,Francisco de Miranda Airport,10.485033035299999,-66.8435134888,2739.0,SA,VE,VE-M,La Carlota,no,SVFM,,,,http://en.wikipedia.org/wiki/Generalissimo_Francisco_de_Miranda_Airbase,
46599,6285,SVGD,medium_airport,Guasdalito Airport,7.233333110809326,-70.80000305175781,426.0,SA,VE,VE-C,,no,SVGD,GDO,,,,
46603,6286,SVGI,medium_airport,Guiria Airport,10.5740776062,-62.3126678467,42.0,SA,VE,VE-R,,no,SVGI,GUI,,,http://en.wikipedia.org/wiki/Guiria_Airport,
46608,6287,SVGU,medium_airport,Guanare Airport,9.026944160461426,-69.75514984130861,606.0,SA,VE,VE-P,Guanare,no,SVGU,GUQ,,,,
46631,6292,SVJC,medium_airport,Josefa Camejo International Airport,11.78077507019043,-70.15149688720703,75.0,SA,VE,VE-I,Paraguaná,yes,SVJC,LSP,,,,
46637,6293,SVJM,medium_airport,San Juan de Los Morros Airport,9.906952857971193,-67.379638671875,1404.0,SA,VE,VE-J,San Juan de los Morros,no,SVJM,,,,,
46652,6294,SVLF,medium_airport,La Fria Airport,8.239167213439941,-72.27102661132812,305.0,SA,VE,VE-S,,no,SVLF,LFR,,,,
46672,6297,SVMC,medium_airport,La Chinita International Airport,10.5582084656,-71.7278594971,239.0,SA,VE,VE-V,Maracaibo,yes,SVMC,MAR,,,http://en.wikipedia.org/wiki/La_Chinita_International_Airport,
46673,6298,SVMD,medium_airport,Alberto Carnevalli Airport,8.582078,-71.161041,5007.0,SA,VE,VE-L,Mérida,yes,SVMD,MRD,,,https://en.wikipedia.org/wiki/Alberto_Carnevalli_Airport,
46676,6299,SVMG,medium_airport,Del Caribe Santiago Mariño International Airport,10.912603378295898,-63.96659851074219,74.0,SA,VE,VE-O,Isla Margarita,yes,SVMG,PMV,,,http://en.wikipedia.org/wiki/Del_Caribe_International_General_Santiago_Marino_Airport,
46678,6300,SVMI,large_airport,Simón Bolívar International Airport,10.601194,-66.991222,234.0,SA,VE,VE-X,Caracas,yes,SVMI,CCS,,http://www.aeropuerto-maiquetia.com.ve/web/,http://en.wikipedia.org/wiki/Sim%C3%B3n_Bol%C3%ADvar_International_Airport,"Maiquetía ""Simón Bolívar"" International Airport"
46685,6301,SVMP,medium_airport,Metropolitano Airport,10.133169174194336,-66.78782653808594,574.0,SA,VE,VE-M,,no,SVMP,,,,,
46688,6302,SVMT,medium_airport,Maturín Airport,9.75452995300293,-63.14739990234375,224.0,SA,VE,VE-N,,yes,SVMT,MUN,,,,
46727,6309,SVPA,medium_airport,Cacique Aramare Airport,5.619989871978801,-67.606101989746,245.0,SA,VE,VE-Z,Puerto Ayacucho,yes,SVPA,PYH,,,https://en.wikipedia.org/wiki/Cacique_Aramare_Airport,Casique Aramare Airport
46729,6310,SVPC,medium_airport,General Bartolome Salom International Airport,10.48050022125244,-68.072998046875,32.0,SA,VE,VE-G,,no,SVPC,PBL,,,,
46739,6312,SVPM,medium_airport,Paramillo Airport,7.8013200759887695,-72.2029037475586,3314.0,SA,VE,VE-S,,no,SVPM,SCI,,,,
46744,6315,SVPR,medium_airport,General Manuel Carlos Piar International Airport,8.288530349731445,-62.7603988647461,472.0,SA,VE,VE-F,Puerto Ordaz-Ciudad Guayana,yes,SVPR,PZO,,,http://en.wikipedia.org/wiki/Manuel_Carlos_Piar_Guayana_Airport,
46746,6316,SVPT,medium_airport,Palmarito Airport,7.566669940948486,-70.18329620361328,347.0,SA,VE,VE-C,Palmarito,no,SVPT,PTM,,,,
46796,6321,SVSA,medium_airport,San Antonio Del Tachira Airport,7.840829849243164,-72.439697265625,1312.0,SA,VE,VE-S,,yes,SVSA,SVZ,,,,
46800,6323,SVSE,medium_airport,Santa Elena de Uairen Airport,4.554999828338623,-61.1500015258789,2938.0,SA,VE,VE-F,,no,SVSE,SNV,,,,
46810,6325,SVSO,medium_airport,Mayor Buenaventura Vivas International Airport,7.56538,-72.035103,1083.0,SA,VE,VE-S,Santo Domingo,yes,SVSO,STD,,,https://en.wikipedia.org/wiki/Mayor_Buenaventura_Vivas_Airport,
46811,6326,SVSP,medium_airport,Sub Teniente Nestor Arias Airport,10.2787,-68.75520300000001,761.0,SA,VE,VE-U,San Felipe,no,SVSP,SNF,,,,
46813,6327,SVSR,medium_airport,San Fernando De Apure Airport,7.883319854736327,-67.44400024414061,154.0,SA,VE,VE-C,Inglaterra,no,SVSR,SFD,,,,
46815,6328,SVST,medium_airport,San Tomé Airport,8.9451465606689,-64.151084899902,861.0,SA,VE,VE-B,El Tigre,yes,SVST,SOM,,,http://en.wikipedia.org/wiki/San_Tom%C3%A9_Airport,"Don Edmundo Barrios, San José de Guanipa"
46820,6329,SVSZ,medium_airport,Santa Bárbara del Zulia Airport,8.974550247192383,-71.94325256347656,32.0,SA,VE,VE-V,,no,SVSZ,STB,,,,
46822,6330,SVTC,medium_airport,Tucupita Airport,9.088994026184082,-62.09417343139648,16.0,SA,VE,VE-Y,Tucupita,no,SVTC,TUV,,,,
46830,6332,SVTM,medium_airport,Tumeremo Airport,7.24938,-61.52893,345.0,SA,VE,VE-F,,no,SVTM,TMO,,,,
46845,6334,SVVA,medium_airport,Arturo Michelena International Airport,10.14973258972168,-67.92839813232422,1411.0,SA,VE,VE-G,Valencia,yes,SVVA,VLN,,,http://en.wikipedia.org/wiki/Arturo_Michelena_International_Airport,
46848,6335,SVVG,medium_airport,Juan Pablo Pérez Alfonso Airport,8.624139,-71.672668,250.0,SA,VE,VE-L,El Vigía,yes,SVVG,VIG,,,https://en.wikipedia.org/wiki/Juan_Pablo_P%C3%A9rez_Alfonzo_Airport,
46851,6336,SVVL,medium_airport,Dr. Antonio Nicolás Briceño Airport,9.34047794342041,-70.58406066894531,2060.0,SA,VE,VE-T,Valera,yes,SVVL,VLV,,,,
46853,6337,SVVP,medium_airport,Valle de La Pascua Airport,9.22202777863,-65.9935836792,410.0,SA,VE,VE-J,,no,SVVP,VDP,,,http://en.wikipedia.org/wiki/Valle_de_la_Pascua_Airport,
47016,538,SWGN,medium_airport,Araguaína Airport,-7.227869999999999,-48.240501,771.0,SA,BR,BR-TO,Araguaína,yes,SWGN,AUX,SWGN,,https://en.wikipedia.org/wiki/Aragua%C3%ADna_Airport,
47485,6356,SYCJ,medium_airport,Cheddi Jagan International Airport,6.498549938201903,-58.25410079956055,95.0,SA,GY,GY-DE,Georgetown,yes,SYCJ,GEO,SYGT,http://www.cjairport-gy.com/,http://en.wikipedia.org/wiki/Cheddi_Jagan_International_Airport,
47489,41513,SYGO,medium_airport,Eugene F. Correira International Airport,6.80628,-58.1059,10.0,SA,GY,GY-DE,Ogle,yes,SYEC,OGL,,,http://en.wikipedia.org/wiki/Ogle_Airport,
47501,6358,SYLT,medium_airport,Lethem Airport,3.37276,-59.789398,351.0,SA,GY,GY-UT,Lethem,yes,SYLT,LTM,,,https://en.wikipedia.org/wiki/Lethem_Airport,
47644,6359,TAPA,medium_airport,V.C. Bird International Airport,17.1367,-61.792702,62.0,,AG,AG-03,St. John's,yes,TAPA,ANU,,,http://en.wikipedia.org/wiki/VC_Bird_International_Airport,
47649,6360,TBPB,medium_airport,Sir Grantley Adams International Airport,13.0746002197,-59.492500305200004,169.0,,BB,BB-01,Bridgetown,yes,TBPB,BGI,,http://www.gaia.bb/content/about-gaia-inc,http://en.wikipedia.org/wiki/Grantley_Adams_International_Airport,Seawell
47669,6361,TDCF,medium_airport,Canefield Airport,15.336700439453125,-61.3922004699707,13.0,,DM,DM-10,Canefield,yes,TDCF,DCF,,,http://en.wikipedia.org/wiki/Canefield_Airport,
47670,6362,TDPD,medium_airport,Douglas-Charles Airport,15.547,-61.299999,73.0,,DM,DM-02,Marigot,yes,TDPD,DOM,,,http://en.wikipedia.org/wiki/Melville_Hall_Airport,
47779,6363,TFFF,medium_airport,Martinique Aimé Césaire International Airport,14.590999603271484,-61.00320053100586,16.0,,MQ,MQ-U-A,Fort-de-France,yes,TFFF,FDF,,http://www.martinique.aeroport.fr/,http://en.wikipedia.org/wiki/Martinique_Aim%C3%A9_C%C3%A9saire_International_Airport,Le Lamentin Airport
47780,6364,TFFG,medium_airport,L'Espérance Airport,18.099899291992,-63.047199249268,7.0,,MF,MF-U-A,Grand Case,yes,TFFG,SFG,,,http://en.wikipedia.org/wiki/Grand_Case_Airport,"Aérodrome de Grand-Case Espérance, CCE"
