,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
25997,3358,KABR,medium_airport,Aberdeen Regional Airport,45.44910049438477,-98.42179870605469,1302.0,,US,US-SD,Aberdeen,yes,KABR,ABR,ABR,,http://en.wikipedia.org/wiki/Aberdeen_Regional_Airport,
25998,3359,KABY,medium_airport,Southwest Georgia Regional Airport,31.535499572753906,-84.19450378417969,197.0,,US,US-GA,Albany,yes,KABY,ABY,ABY,,http://en.wikipedia.org/wiki/Southwest_Georgia_Regional_Airport,
26001,3360,KACK,medium_airport,Nantucket Memorial Airport,41.25310135,-70.06020355,47.0,,US,US-MA,Nantucket,yes,KACK,ACK,ACK,,http://en.wikipedia.org/wiki/Nantucket_Memorial_Airport,
26004,3361,KACT,medium_airport,Waco Regional Airport,31.61129951477051,-97.23049926757812,516.0,,US,US-TX,Waco,yes,KACT,ACT,ACT,,http://en.wikipedia.org/wiki/Waco_Regional_Airport,
26005,3362,KACV,medium_airport,California Redwood Coast-Humboldt County Airport,40.978101,-124.109,221.0,,US,US-CA,Arcata/Eureka,yes,KACV,ACV,ACV,,http://en.wikipedia.org/wiki/Arcata-Eureka_Airport,Arcata Airport
26006,3363,KACY,medium_airport,Atlantic City International Airport,39.45759963989258,-74.57720184326172,75.0,,US,US-NJ,Atlantic City,yes,KACY,ACY,ACY,,http://en.wikipedia.org/wiki/Atlantic_City_International_Airport,
26015,3364,KADW,large_airport,Joint Base Andrews,38.810798999999996,-76.866997,280.0,,US,US-MD,Camp Springs,no,KADW,ADW,ADW,http://www.jba.af.mil/,http://en.wikipedia.org/wiki/Joint_Base_Andrews,Andrews Air Force Base
26020,3365,KAEX,medium_airport,Alexandria International Airport,31.32740020751953,-92.54979705810548,89.0,,US,US-LA,Alexandria,yes,KAEX,AEX,AEX,,http://en.wikipedia.org/wiki/Alexandria_International_Airport,
26028,3366,KAFW,large_airport,Fort Worth Alliance Airport,32.9875984192,-97.3188018799,722.0,,US,US-TX,Fort Worth,no,KAFW,AFW,AFW,http://www.allianceairport.com/,http://en.wikipedia.org/wiki/Fort_Worth_Alliance_Airport,
26029,3367,KAGC,medium_airport,Allegheny County Airport,40.354400634765625,-79.9301986694336,1252.0,,US,US-PA,Pittsburgh,no,KAGC,AGC,AGC,,http://en.wikipedia.org/wiki/Allegheny_County_Airport,
26032,3368,KAGS,large_airport,Augusta Regional At Bush Field,33.36989974975586,-81.9645004272461,144.0,,US,US-GA,Augusta,yes,KAGS,AGS,AGS,,http://en.wikipedia.org/wiki/Augusta_Regional_Airport,
26036,3369,KAHN,medium_airport,Athens Ben Epps Airport,33.94860076904297,-83.32630157470703,808.0,,US,US-GA,Athens,yes,KAHN,AHN,AHN,,http://en.wikipedia.org/wiki/Athens-Ben_Epps_Airport,
26056,3370,KAKR,medium_airport,Akron Fulton International Airport,41.0374984741,-81.46690368649999,1067.0,,US,US-OH,Akron,no,KAKR,AKC,AKR,,http://en.wikipedia.org/wiki/Akron_Fulton_International_Airport,
26057,3371,KALB,medium_airport,Albany International Airport,42.74829864501953,-73.80169677734375,285.0,,US,US-NY,Albany,yes,KALB,ALB,ALB,http://www.albanyairport.com/,http://en.wikipedia.org/wiki/Albany_International_Airport,
26058,3372,KALI,medium_airport,Alice International Airport,27.740900039699998,-98.02690124510002,178.0,,US,US-TX,Alice,no,KALI,ALI,ALI,,http://en.wikipedia.org/wiki/Alice_International_Airport,
26059,3373,KALM,medium_airport,Alamogordo White Sands Regional Airport,32.839900970500004,-105.990997314,4200.0,,US,US-NM,Alamogordo,no,KALM,ALM,ALM,,http://en.wikipedia.org/wiki/Alamogordo-White_Sands_Regional_Airport,
26060,3374,KALN,medium_airport,St Louis Regional Airport,38.89030075069999,-90.04599761959999,544.0,,US,US-IL,Alton/St Louis,no,KALN,ALN,ALN,,http://en.wikipedia.org/wiki/St._Louis_Regional_Airport,Civic Memorial Airport
26061,3375,KALO,medium_airport,Waterloo Regional Airport,42.55709838867188,-92.40029907226562,873.0,,US,US-IA,Waterloo,yes,KALO,ALO,ALO,,http://en.wikipedia.org/wiki/Waterloo_Regional_Airport,
26062,19275,KALS,medium_airport,San Luis Valley Regional Bergman Field,37.434898,-105.866997,7539.0,,US,US-CO,Alamosa,yes,KALS,ALS,ALS,,https://en.wikipedia.org/wiki/San_Luis_Valley_Regional_Airport,http://en.wikipedia.org/wiki/San_Luis_Valley_Regional_Airport
26063,3376,KALW,medium_airport,Walla Walla Regional Airport,46.09489822,-118.288002,1194.0,,US,US-WA,Walla Walla,yes,KALW,ALW,ALW,,http://en.wikipedia.org/wiki/Walla_Walla_Regional_Airport,
26065,3377,KAMA,large_airport,Rick Husband Amarillo International Airport,35.219398,-101.706001,3607.0,,US,US-TX,Amarillo,yes,KAMA,AMA,AMA,http://airport.amarillo.gov/,http://en.wikipedia.org/wiki/Rick_Husband_Amarillo_International_Airport,
26070,3378,KANB,medium_airport,Anniston Regional Airport,33.5882,-85.8581,612.0,,US,US-AL,Anniston,no,KANB,ANB,ANB,,http://en.wikipedia.org/wiki/Anniston_Metropolitan_Airport,Anniston Metropolitan
26071,3379,KAND,medium_airport,Anderson Regional Airport,34.4945983887,-82.70939636230001,782.0,,US,US-SC,Anderson,no,KAND,AND,AND,,http://en.wikipedia.org/wiki/Anderson_Regional_Airport,
26081,3380,KAOO,medium_airport,Altoona Blair County Airport,40.29639816,-78.31999969,1503.0,,US,US-PA,Altoona,yes,KAOO,AOO,AOO,,http://en.wikipedia.org/wiki/Altoona-Blair_County_Airport,
26083,19291,KAPA,medium_airport,Centennial Airport,39.57009888,-104.84899899999999,5885.0,,US,US-CO,Denver,no,KAPA,APA,APA,,http://en.wikipedia.org/wiki/Centennial_Airport,Arapahoe County Airport
26085,19293,KAPF,medium_airport,Naples Municipal Airport,26.1525993347,-81.7752990723,8.0,,US,US-FL,Naples,no,KAPF,APF,APF,,http://en.wikipedia.org/wiki/Naples_Municipal_Airport,
26086,3381,KAPG,medium_airport,Phillips Army Air Field,39.466202,-76.1688,57.0,,US,US-MD,Aberdeen Proving Grounds(Aberdeen),no,KAPG,APG,APG,,https://en.wikipedia.org/wiki/Phillips_Army_Airfield,
26088,3382,KAPN,medium_airport,Alpena County Regional Airport,45.07809829999999,-83.56030273,690.0,,US,US-MI,Alpena,yes,KAPN,APN,APN,,http://en.wikipedia.org/wiki/Alpena_County_Regional_Airport,
26097,19301,KARA,medium_airport,Acadiana Regional Airport,30.0378,-91.883904,24.0,,US,US-LA,New Iberia,no,KARA,ARA,ARA,http://www.flyiberiaparish.com/,https://en.wikipedia.org/wiki/Acadiana_Regional_Airport,
26102,3383,KART,medium_airport,Watertown International Airport,43.99190139770508,-76.02169799804688,325.0,,US,US-NY,Watertown,yes,KART,ART,ART,,http://en.wikipedia.org/wiki/Watertown_International_Airport,
26106,19308,KASE,medium_airport,Aspen-Pitkin Co/Sardy Field,39.22320175,-106.8690033,7820.0,,US,US-CO,Aspen,yes,KASE,ASE,ASE,http://aspenairport.com/,http://en.wikipedia.org/wiki/Aspen%E2%80%93Pitkin_County_Airport,
26112,19314,KAST,medium_airport,Astoria Regional Airport,46.158000946,-123.87899780299999,15.0,,US,US-OR,Astoria,no,KAST,AST,AST,,http://en.wikipedia.org/wiki/Astoria_Regional_Airport,
26117,3384,KATL,large_airport,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,1026.0,,US,US-GA,Atlanta,yes,KATL,ATL,ATL,http://www.atlanta-airport.com/,https://en.wikipedia.org/wiki/Hartsfield–Jackson_Atlanta_International_Airport,
26120,3385,KATY,medium_airport,Watertown Regional Airport,44.91400146,-97.15470123,1749.0,,US,US-SD,Watertown,yes,KATY,ATY,ATY,,http://en.wikipedia.org/wiki/Watertown_Regional_Airport,
26121,19321,KAUG,medium_airport,Augusta State Airport,44.320598602299995,-69.7973022461,352.0,,US,US-ME,Augusta,yes,KAUG,AUG,AUG,,http://en.wikipedia.org/wiki/Augusta_State_Airport,
26126,3386,KAUS,large_airport,Austin Bergstrom International Airport,30.194499969482425,-97.6698989868164,542.0,,US,US-TX,Austin,yes,KAUS,AUS,AUS,http://www.ci.austin.tx.us/austinairport/,http://en.wikipedia.org/wiki/Austin-Bergstrom_International_Airport,
26127,19326,KAUW,medium_airport,Wausau Downtown Airport,44.9262008667,-89.62660217290001,1201.0,,US,US-WI,Wausau,no,KAUW,AUW,AUW,http://www.ci.wausau.wi.us/Departments/Airport/GeneralInformation.aspx,http://en.wikipedia.org/wiki/Wausau_Downtown_Airport,
26130,3387,KAVL,large_airport,Asheville Regional Airport,35.43619918823242,-82.54180145263672,2165.0,,US,US-NC,Asheville,yes,KAVL,AVL,AVL,,http://en.wikipedia.org/wiki/Asheville_Regional_Airport,
26132,3388,KAVP,medium_airport,Wilkes Barre Scranton International Airport,41.338500976599995,-75.72339630130001,962.0,,US,US-PA,Wilkes-Barre/Scranton,yes,KAVP,AVP,AVP,http://www.flyavp.com/,http://en.wikipedia.org/wiki/Wilkes-Barre/Scranton_International_Airport,
26140,3389,KAXN,medium_airport,Chandler Field,45.866298675500005,-95.3946990967,1425.0,,US,US-MN,Alexandria,no,KAXN,AXN,AXN,,http://en.wikipedia.org/wiki/Alexandria_Municipal_Airport,
26150,3390,KAZO,medium_airport,Kalamazoo Battle Creek International Airport,42.234901428222656,-85.5521011352539,874.0,,US,US-MI,Kalamazoo,yes,KAZO,AZO,AZO,,http://en.wikipedia.org/wiki/Kalamazoo-Battle_Creek_International_Airport,
26154,3391,KBAB,large_airport,Beale Air Force Base,39.136100769,-121.43699646,113.0,,US,US-CA,Marysville,no,KBAB,BAB,BAB,,http://en.wikipedia.org/wiki/Beale_Air_Force_Base,
26155,3392,KBAD,large_airport,Barksdale Air Force Base,32.5018005371,-93.6626968384,166.0,,US,US-LA,Bossier City,no,KBAD,BAD,BAD,,http://en.wikipedia.org/wiki/Barksdale_Air_Force_Base,
26156,3393,KBAF,medium_airport,Westfield-Barnes Regional Airport,42.157799,-72.715599,271.0,,US,US-MA,Westfield/Springfield,no,KBAF,BAF,BAF,,https://en.wikipedia.org/wiki/Westfield-Barnes_Regional_Airport,Barnes Municipal Airport
26157,3394,KBAK,medium_airport,Columbus Municipal Airport,39.2619018555,-85.8963012695,656.0,,US,US-IN,Columbus,no,KBAK,CLU,BAK,,http://en.wikipedia.org/wiki/Columbus_Municipal_Airport_(Indiana),
26162,19353,KBBD,medium_airport,Curtis Field,31.179300308200002,-99.32389831540002,1827.0,,US,US-TX,Brady,no,KBBD,BBD,BBD,,http://en.wikipedia.org/wiki/Curtis_Field,
26166,19357,KBCE,medium_airport,Bryce Canyon Airport,37.706401825,-112.144996643,7590.0,,US,US-UT,Bryce Canyon,no,KBCE,BCE,BCE,http://www.brycecanyonairport.com/,http://en.wikipedia.org/wiki/Bryce_Canyon_Airport,
26169,3395,KBDE,medium_airport,Baudette International Airport,48.7284011841,-94.61219787600001,1086.0,,US,US-MN,Baudette,no,KBDE,BDE,BDE,,http://en.wikipedia.org/wiki/Baudette_International_Airport,
26172,3396,KBDL,large_airport,Bradley International Airport,41.9388999939,-72.68319702149999,173.0,,US,US-CT,Hartford,yes,KBDL,BDL,BDL,http://www.bradleyairport.com/,http://en.wikipedia.org/wiki/Bradley_International_Airport,"HFD, Hartford"
26175,3397,KBDR,medium_airport,Igor I Sikorsky Memorial Airport,41.16350173950195,-73.1261978149414,9.0,,US,US-CT,Bridgeport,yes,KBDR,BDR,BDR,,http://en.wikipedia.org/wiki/Sikorsky_Memorial_Airport,
26181,3398,KBED,medium_airport,Laurence G Hanscom Field,42.47000122,-71.28900146,133.0,,US,US-MA,Bedford,no,KBED,BED,BED,http://www.massport.com/hansc/,http://en.wikipedia.org/wiki/Hanscom_Field,Hanscom Air Force Base
26184,3399,KBFD,medium_airport,Bradford Regional Airport,41.8031005859375,-78.64009857177734,2143.0,,US,US-PA,Bradford,yes,KBFD,BFD,BFD,,http://en.wikipedia.org/wiki/Bradford_Regional_Airport,
26186,3400,KBFF,medium_airport,Western Neb. Rgnl/William B. Heilig Airport,41.87400055,-103.5960007,3967.0,,US,US-NE,Scottsbluff,yes,KBFF,BFF,BFF,,http://en.wikipedia.org/wiki/Western_Nebraska_Regional_Airport,William B. Heilig Field
26187,3401,KBFI,large_airport,Boeing Field King County International Airport,47.52999877929688,-122.302001953125,21.0,,US,US-WA,Seattle,yes,KBFI,BFI,BFI,,http://en.wikipedia.org/wiki/Boeing_Field,
26189,3402,KBFL,medium_airport,Meadows Field,35.43360138,-119.0569992,510.0,,US,US-CA,Bakersfield,no,KBFL,BFL,BFL,,http://en.wikipedia.org/wiki/Meadows_Field_Airport,
26190,3403,KBFM,medium_airport,Mobile Downtown Airport,30.626800537100006,-88.06809997559998,26.0,,US,US-AL,Mobile,no,KBFM,BFM,BFM,,http://en.wikipedia.org/wiki/Mobile_Downtown_Airport,
26196,3404,KBGM,medium_airport,Greater Binghamton/Edwin A Link field,42.20869827,-75.97979736,1636.0,,US,US-NY,Binghamton,yes,KBGM,BGM,BGM,http://binghamtonairport.com/,http://en.wikipedia.org/wiki/Greater_Binghamton_Airport,"Broome County Airport, Edwin A Link Field"
26197,3405,KBGR,large_airport,Bangor International Airport,44.80739974975586,-68.82810211181639,192.0,,US,US-ME,Bangor,yes,KBGR,BGR,BGR,,http://en.wikipedia.org/wiki/Bangor_International_Airport,
26198,19373,KBHB,medium_airport,Hancock County-Bar Harbor Airport,44.45000076,-68.36150359999999,83.0,,US,US-ME,Bar Harbor,yes,KBHB,BHB,BHB,,http://en.wikipedia.org/wiki/Hancock_County-Bar_Harbor_Airport,
26201,3406,KBHM,large_airport,Birmingham-Shuttlesworth International Airport,33.56290054,-86.75350189,650.0,,US,US-AL,Birmingham,yes,KBHM,BHM,BHM,http://www.flybirmingham.com/,http://en.wikipedia.org/wiki/Birmingham_International_Airport_(US),
26204,3407,KBIF,medium_airport,Biggs Army Air Field (Fort Bliss),31.84950066,-106.3799973,3946.0,,US,US-TX,Fort Bliss/El Paso,no,KBIF,BIF,BIF,https://www.bliss.army.mil/biggs/,http://en.wikipedia.org/wiki/Biggs_Army_Airfield,Fort Bliss
26205,19377,KBIH,medium_airport,Eastern Sierra Regional Airport,37.373100280799996,-118.36399841299999,4124.0,,US,US-CA,Bishop,no,KBIH,BIH,BIH,http://www.inyocounty.us/Airport/index.html,http://en.wikipedia.org/wiki/Eastern_Sierra_Regional_Airport,
26207,3408,KBIL,large_airport,Billings Logan International Airport,45.807701110839844,-108.54299926757812,3652.0,,US,US-MT,Billings,yes,KBIL,BIL,BIL,,http://en.wikipedia.org/wiki/Billings_Logan_International_Airport,
26208,3409,KBIS,medium_airport,Bismarck Municipal Airport,46.77270126342773,-100.74600219726562,1661.0,,US,US-ND,Bismarck,yes,KBIS,BIS,BIS,http://bismarckairport.com/,http://en.wikipedia.org/wiki/Bismarck_Municipal_Airport,
26210,3410,KBIX,medium_airport,Keesler Air Force Base,30.4104003906,-88.92440032959999,33.0,,US,US-MS,Biloxi,no,KBIX,BIX,BIX,,http://en.wikipedia.org/wiki/Keesler_Air_Force_Base,
26211,3411,KBJC,medium_airport,Rocky Mountain Metropolitan Airport,39.90879822,-105.11699679999998,5673.0,,US,US-CO,Denver,no,KBJC,BJC,BJC,,http://en.wikipedia.org/wiki/Rocky_Mountain_Metropolitan_Airport,"Jefferson County Airport, Jeffco Airport"
26212,19380,KBJI,medium_airport,Bemidji Regional Airport,47.50939941,-94.93370056,1391.0,,US,US-MN,Bemidji,no,KBJI,BJI,BJI,http://www.bemidjiairport.org/,http://en.wikipedia.org/wiki/Bemidji_Regional_Airport,
26215,3412,KBKE,medium_airport,Baker City Municipal Airport,44.8372993469,-117.808998108,3373.0,,US,US-OR,Baker City,no,KBKE,BKE,BKE,http://www.bakeraircraft.com/,http://en.wikipedia.org/wiki/Baker_City_Municipal_Airport,
26216,3413,KBKF,medium_airport,Buckley Air Force Base,39.701698303200004,-104.75199890100001,5662.0,,US,US-CO,Aurora,no,KBKF,BFK,BKF,,http://en.wikipedia.org/wiki/Buckley_Air_Force_Base,
26217,3414,KBKL,medium_airport,Burke Lakefront Airport,41.51750183105469,-81.68329620361328,583.0,,US,US-OH,Cleveland,no,KBKL,BKL,BKL,http://www.clevelandairport.com/site/470/default.aspx,http://en.wikipedia.org/wiki/Cleveland_Burke_Lakefront_Airport,
26222,3415,KBKW,medium_airport,Raleigh County Memorial Airport,37.787300109899995,-81.1241989136,2504.0,,US,US-WV,Beckley,yes,KBKW,BKW,BKW,,http://en.wikipedia.org/wiki/Beckley_Raleigh_County_Memorial_Airport,
26224,19387,KBLF,medium_airport,Mercer County Airport,37.295799255371094,-81.20770263671875,2857.0,,US,US-WV,Bluefield,yes,KBLF,BLF,BLF,,http://en.wikipedia.org/wiki/Mercer_County_Airport_(West_Virginia),
26225,19388,KBLH,medium_airport,Blythe Airport,33.6192016602,-114.717002869,399.0,,US,US-CA,Blythe,no,KBLH,BLH,BLH,,http://en.wikipedia.org/wiki/Blythe_Airport,
26226,3416,KBLI,medium_airport,Bellingham International Airport,48.79280090332031,-122.53800201416016,170.0,,US,US-WA,Bellingham,yes,KBLI,BLI,BLI,,http://en.wikipedia.org/wiki/Bellingham_International_Airport,
26229,3417,KBLV,large_airport,Scott AFB/Midamerica Airport,38.5452,-89.835197,459.0,,US,US-IL,Belleville,yes,KBLV,BLV,BLV,,http://en.wikipedia.org/wiki/Scott_Air_Force_Base,Scott Air Force Base
26232,3418,KBMG,medium_airport,Monroe County Airport,39.14599990844727,-86.61669921875,846.0,,US,US-IN,Bloomington,no,KBMG,BMG,BMG,,http://en.wikipedia.org/wiki/Monroe_County_Airport_(Indiana),
26233,3419,KBMI,large_airport,Central Illinois Regional Airport at Bloomington-Normal,40.47710037,-88.91590118,871.0,,US,US-IL,Bloomington/Normal,yes,KBMI,BMI,BMI,,http://en.wikipedia.org/wiki/Central_Illinois_Regional_Airport,
26237,3420,KBNA,large_airport,Nashville International Airport,36.1245002746582,-86.6781997680664,599.0,,US,US-TN,Nashville,yes,KBNA,BNA,BNA,,http://en.wikipedia.org/wiki/Nashville_International_Airport,
26240,19397,KBNO,medium_airport,Burns Municipal Airport,43.5918998718,-118.955001831,4148.0,,US,US-OR,Burns,no,KBNO,BNO,BNO,http://www.ci.burns.or.us/airport.html,http://en.wikipedia.org/wiki/Burns_Municipal_Airport,
26242,3421,KBOI,large_airport,Boise Air Terminal/Gowen Field,43.5644,-116.223,2871.0,,US,US-ID,Boise,yes,KBOI,BOI,BOI,http://www.cityofboise.org/departments/airport/,http://en.wikipedia.org/wiki/Boise_Airport,"Boise Air Terminal, Gowen Field"
26243,3422,KBOS,large_airport,General Edward Lawrence Logan International Airport,42.36429977,-71.00520325,20.0,,US,US-MA,Boston,yes,KBOS,BOS,BOS,http://www.massport.com/logan/,http://en.wikipedia.org/wiki/Logan_International_Airport,General Edward Lawrence Logan International Airport
26246,19401,KBPI,medium_airport,Miley Memorial Field,42.58509827,-110.1110001,6990.0,,US,US-WY,Big Piney,no,KBPI,BPI,BPI,,http://en.wikipedia.org/wiki/Miley_Memorial_Field,Big Piney-Marbleton Airport
26247,19402,KBPK,medium_airport,Ozark Regional Airport,36.3689002991,-92.4704971313,928.0,,US,US-AR,Mountain Home,no,KBPK,WMH,BPK,http://www.flytheozarks.com/,http://en.wikipedia.org/wiki/Ozark_Regional_Airport,Baxter County Regional Airport
26249,3423,KBPT,medium_airport,Southeast Texas Regional Airport,29.9507999420166,-94.02069854736328,15.0,,US,US-TX,Beaumont/Port Arthur,yes,KBPT,BPT,BPT,,http://en.wikipedia.org/wiki/Southeast_Texas_Regional_Airport,
26250,3424,KBQK,medium_airport,Brunswick Golden Isles Airport,31.2588005065918,-81.46649932861328,26.0,,US,US-GA,Brunswick,yes,KBQK,BQK,BQK,,http://en.wikipedia.org/wiki/Brunswick_Golden_Isles_Airport,
26253,19406,KBRD,medium_airport,Brainerd Lakes Regional Airport,46.39830017,-94.13809967,1232.0,,US,US-MN,Brainerd,yes,KBRD,BRD,BRD,http://brainerdairport.com/,http://en.wikipedia.org/wiki/Brainerd_Lakes_Regional_Airport,Crow Wing County Airport
26254,3425,KBRL,medium_airport,Southeast Iowa Regional Airport,40.783199310302734,-91.12550354003906,698.0,,US,US-IA,Burlington,yes,KBRL,BRL,BRL,,http://en.wikipedia.org/wiki/Southeast_Iowa_Regional_Airport,
26255,3426,KBRO,medium_airport,Brownsville South Padre Island International Airport,25.90679931640625,-97.4259033203125,22.0,,US,US-TX,Brownsville,yes,KBRO,BRO,BRO,,http://en.wikipedia.org/wiki/Brownsville/South_Padre_Island_International_Airport,
26260,3427,KBTL,medium_airport,W K Kellogg Airport,42.3073005676,-85.25150299069999,952.0,,US,US-MI,Battle Creek,no,KBTL,BTL,BTL,http://www.battlecreekmi.gov/City_Government/Departments/W_K__Kellogg_Airport.htm,http://en.wikipedia.org/wiki/W.K._Kellogg_Regional_Airport,
26261,3428,KBTM,medium_airport,Bert Mooney Airport,45.95479965209961,-112.49700164794922,5550.0,,US,US-MT,Butte,yes,KBTM,BTM,BTM,,http://en.wikipedia.org/wiki/Bert_Mooney_Airport,
26264,3429,KBTR,medium_airport,Baton Rouge Metropolitan Airport,30.533199,-91.149597,70.0,,US,US-LA,Baton Rouge,yes,KBTR,BTR,BTR,,http://en.wikipedia.org/wiki/Baton_Rouge_Metropolitan_Airport,
26265,3430,KBTV,medium_airport,Burlington International Airport,44.471900939899996,-73.15329742429998,335.0,,US,US-VT,Burlington,yes,KBTV,BTV,BTV,http://www.vermontairports.com/btv.html,http://en.wikipedia.org/wiki/Burlington_International_Airport,
26268,3431,KBUF,large_airport,Buffalo Niagara International Airport,42.94049835,-78.73220062,728.0,,US,US-NY,Buffalo,yes,KBUF,BUF,BUF,,http://en.wikipedia.org/wiki/Buffalo_Niagara_International_Airport,
26270,3432,KBUR,medium_airport,Bob Hope Airport,34.200698852539055,-118.35900115966795,778.0,,US,US-CA,Burbank,yes,KBUR,BUR,BUR,,,
26273,19417,KBVI,medium_airport,Beaver County Airport,40.7724990845,-80.39140319820001,1253.0,,US,US-PA,Beaver Falls,no,KBVI,BFP,BVI,,http://en.wikipedia.org/wiki/Beaver_County_Airport,
26278,3433,KBVY,medium_airport,Beverly Municipal Airport,42.5842018127,-70.91649627689999,107.0,,US,US-MA,Beverly,no,KBVY,BVY,BVY,http://www.beverlyairport.com/,http://en.wikipedia.org/wiki/Beverly_Municipal_Airport,
26281,3434,KBWG,medium_airport,Bowling Green Warren County Regional Airport,36.9645004272,-86.41970062259999,547.0,,US,US-KY,Bowling Green,no,KBWG,BWG,BWG,,http://en.wikipedia.org/wiki/Bowling_Green-Warren_County_Regional_Airport,
26282,3435,KBWI,large_airport,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,146.0,,US,US-MD,Baltimore,yes,KBWI,BWI,BWI,https://www.bwiairport.com/,https://en.wikipedia.org/wiki/Baltimore%E2%80%93Washington_International_Airport,WAS
26289,3436,KBYH,medium_airport,Arkansas International Airport,35.9642982483,-89.94400024410002,254.0,,US,US-AR,Blytheville,no,KBYH,BYH,BYH,,http://en.wikipedia.org/wiki/Arkansas_International_Airport,"Blytheville AFB, Eaker AFB"
26290,19429,KBYI,medium_airport,Burley Municipal Airport,42.5425987244,-113.77200317399999,4150.0,,US,US-ID,Burley,no,KBYI,BYI,BYI,http://burleyidaho.org/city-of-burley/airport/,http://en.wikipedia.org/wiki/Burley_Municipal_Airport,J R Jack Simplot Airport
26291,19430,KBYS,medium_airport,Bicycle Lake Army Air Field,35.2804985046,-116.629997253,2350.0,,US,US-CA,Fort Irwin/Barstow,no,KBYS,BYS,BYS,,http://en.wikipedia.org/wiki/Bicycle_Lake_Army_Airfield,
26293,3437,KBZN,medium_airport,Gallatin Field,45.77750015,-111.15299990000001,4473.0,,US,US-MT,Bozeman,yes,KBZN,BZN,BZN,,http://en.wikipedia.org/wiki/Gallatin_Field_Airport,
26321,3438,KCAE,large_airport,Columbia Metropolitan Airport,33.93880081176758,-81.11949920654297,236.0,,US,US-SC,Columbia,yes,KCAE,CAE,CAE,,http://en.wikipedia.org/wiki/Columbia_Metropolitan_Airport,
26323,3439,KCAK,medium_airport,Akron Canton Regional Airport,40.916099548339844,-81.44219970703125,1228.0,,US,US-OH,Akron,yes,KCAK,CAK,CAK,,http://en.wikipedia.org/wiki/Akron-Canton_Regional_Airport,
26325,3440,KCAR,medium_airport,Caribou Municipal Airport,46.8714981079,-68.0178985596,626.0,,US,US-ME,Caribou,no,KCAR,CAR,CAR,,http://en.wikipedia.org/wiki/Caribou_Municipal_Airport,
26331,3441,KCBM,large_airport,Columbus Air Force Base,33.643798828099996,-88.44380187990002,219.0,,US,US-MS,Columbus,no,KCBM,CBM,CBM,,http://en.wikipedia.org/wiki/Columbus_Air_Force_Base,
26337,19470,KCCY,medium_airport,Northeast Iowa Regional Airport,43.072601318400004,-92.61080169680001,1125.0,,US,US-IA,Charles City,no,KCCY,CCY,CCY,,http://en.wikipedia.org/wiki/Northeast_Iowa_Regional_Airport,Charles City Municipal Airport
26339,3442,KCDC,medium_airport,Cedar City Regional Airport,37.70100021362305,-113.0989990234375,5622.0,,US,US-UT,Cedar City,yes,KCDC,CDC,CDC,,http://en.wikipedia.org/wiki/Cedar_City_Regional_Airport,
26343,19474,KCDR,medium_airport,Chadron Municipal Airport,42.837600708000004,-103.095001221,3297.0,,US,US-NE,Chadron,no,KCDR,CDR,CDR,,http://en.wikipedia.org/wiki/Chadron_Municipal_Airport,
26344,19475,KCDS,medium_airport,Childress Municipal Airport,34.4337997437,-100.288002014,1954.0,,US,US-TX,Childress,no,KCDS,CDS,CDS,,http://en.wikipedia.org/wiki/Childress_Municipal_Airport,
26347,3443,KCEC,medium_airport,Jack Mc Namara Field Airport,41.78020096,-124.23699950000001,61.0,,US,US-CA,Crescent City,yes,KCEC,CEC,CEC,,http://en.wikipedia.org/wiki/Del_Norte_County_Airport,Jack McNamara Field
26348,3444,KCEF,medium_airport,Westover ARB/Metropolitan Airport,42.19400024,-72.53479767,241.0,,US,US-MA,Springfield/Chicopee,no,KCEF,CEF,CEF,,http://en.wikipedia.org/wiki/Westover_Air_Reserve_Base/Metropolitan_Airport,
26352,3445,KCEW,medium_airport,Bob Sikes Airport,30.778799056999997,-86.522102356,213.0,,US,US-FL,Crestview,no,KCEW,CEW,CEW,http://www.flycew.com/,http://en.wikipedia.org/wiki/Bob_Sikes_Airport,
26364,3446,KCGF,medium_airport,Cuyahoga County Airport,41.5651016235,-81.4863967896,879.0,,US,US-OH,Cleveland,no,KCGF,CGF,CGF,http://publicworks.cuyahogacounty.us/en-US/County-Airport.aspx,http://en.wikipedia.org/wiki/Cuyahoga_County_Airport,
26365,3447,KCGI,medium_airport,Cape Girardeau Regional Airport,37.22529983520508,-89.57080078125,342.0,,US,US-MO,Cape Girardeau,yes,KCGI,CGI,CGI,,http://en.wikipedia.org/wiki/Cape_Girardeau_Regional_Airport,
26369,3448,KCHA,large_airport,Lovell Field,35.03530120849609,-85.20379638671875,683.0,,US,US-TN,Chattanooga,yes,KCHA,CHA,CHA,,http://en.wikipedia.org/wiki/Chattanooga_Metropolitan_Airport,
26374,3449,KCHO,medium_airport,Charlottesville Albemarle Airport,38.13859939575195,-78.4529037475586,639.0,,US,US-VA,Charlottesville,yes,KCHO,CHO,CHO,,http://en.wikipedia.org/wiki/Charlottesville-Albemarle_Airport,
