,data_clean
2768,pay extra premium seat extra leg room long flight sfo koa think necessary
2769,standard economy seat plenty room
2770,power decent leg room misalign window
2771,seat obstruction place suppose bag reduce leg space
2772,great space free entertainment devise
2773,recaro seat particularly uncomfortable seat short properly support average person thigh
2774,past alaska seat comfortable new seat terrible
2775,new seat narrow firm limit recline
2776,comfortable old seat long flight
2777,like love engine buzz think bit loud seat perfect
2778,noisy perfect hummm seat near plane
2779,consider preferred seat actually narrow locate extreme nose 747
2780,absolutely good seating arrangement
2781,plenty legroom
2782,disadvantage seat little narrow tray table armrest
2783,bad seat want rest trip hand luggage compartment location exclusive use cabin crew constantly load remove luggage
2784,row offer plenty leg space bulkhead
2785,seat 29defg offer leg room
2786,good seat legroom
2787,good seat space airline
2788,great business class seat
2789,box seat claim lot legroom
2790,fantastic class experience
2791,despite legend seat lot legroom
2792,bad experience fly business hour leave lounge board plane bridge bus wait forever board seat narrow hard large shoe box fleet sleep return premi economy let hope good price
2793,good place leg
2794,wonderful plane amazing seat
2795,business class seat comfortable amenity kit alright
2796,seat wall lot storage business class seat good like thing head compartment
2797,bad thing seat table little thing order open compartment table
2798,noise cancel head phone good quality food good overall experience good
2799,fly jfk april fra party service food average excellent ife bored seat little compartment business class kind cozy
2800,great seat great legroom low noise distance engine
2801,seat 52c cramp
2802,plenty leg room arm rest wall uncomfortable ride aren skinny person
2803,nice small cabin flight seattle london
2804,free entertainment massive window great seat
2805,good seat club
2806,quiet upper deck private access aisle involve climb
2807,great business class sit new york good service great airline
2809,ife game great movie prefer food united
2810,noisy height turbine
2811,sleep flight attendant mention uncommon area noisy
2812,seat privacy oppose isle seat require leave seat approach difficulty person diagnol sleep require climb
2813,overall seat sleep
2814,excellent seat immediately
2815,prefer aisle prevent climb long overnight flight
2816,63k good seat rest apart staff terrible late departure poor class boarding poor food stone age ife dirty deep clean aircraft disgraceful care retire graceful 747 love past retirement date sell business class ticket sub par service
2817,curvature fugilage seat tight uncomfortable
2818,seat great climb
2819,5inch charge point
2820,50a good seat economy good
2821,view window comfortable seat add advantage seat recline seat inconvenience danger urchin kick seat hour
2822,middle section seat little privacy open entire left
2823,drink area tiny open giant dining table storage like window seat little closet storage bin
2824,tall seat good legroom plane
2825,great seat comfortable lie flat great locker space handy shelf
2826,good seat actually view window love 747 400
2827,good seat easy access seat comfort leave lot desire plane age
2829,like carry extra pound seat uncomfortable squeeze bulkhead
2830,agree plane feel old dated
2831,seat uncomfortable bump constantly crew walk
2832,foot rest special flight reading light
2833,long cramp bore flight
2834,good seat good wing view engine flap recommend like watch flight control serfic
2835,club world seat fix leg room configuration exit row seat legroom
2836,good seat cabin
2837,ledge storage compartment window person leg climb leave seat flight
2838,specific storage compartment configuration high privacy level 64a 64k good club world seat plane
2839,seat good choice
2840,traffic end class start end flight ton storage closet stretch arguably good view plane maybe bloke upstairs
2841,excellent choice seat dark journey need window seat mean climb leg rest room excellent flight frpm singapore
2842,upper deck fantastic upper deck perfect staff highly professional prefer seat near exit additonal space leg set good area silent polite behaviour staff like use opportunity thank good choice
2843,decent seat lot leg room room leave stuff
2844,food decent staff pleasant
2845,good long haul flight
2846,entire class service seat excellent seat
2847,privacy shelving wall seat seat great travel partner
2848,terrible seat available footroom block inflight entertainment
2850,quiet good window seat
2851,
2852,seat feel slightly cramp compare seat upper deck curve fuselage
2853,space seat reduce large lump metal
2854,addition inability recline bad seat plane
2855,general term seat great
2856,plenty leg room able sleep trip
2857,recommend ear plug additional blanket bit noisy cold flight
2858,hand aircraft old klm service poor
2859,seat firm food option awful
2860,won´t fly klm long haul trip
2861,seat little metal box narrow space leg
2862,bad seat unconfortable narrow time people wait toilet difficult stretch leg noisy avoid
2863,great seat overall disturb passenger access coat closet light
2864,sfo lhr easily good economy cabin route
2865,refurbish modern cabin excellent new panasonic ife come obsene footspace rob equipment box a380 777 fly route
2866,great seat serve private
2867,good seat upper deck introduce wifi flight
2868,electrical box seat reduce leg room storage space
2869,great seat lose storage person row foot stool didficult aisle knockibg step
2870,bad seat donfiguration
2871,fly london singapore sydney trip 747 great experience feel like little cabin cosy relax
2872,bad row obstruct
2873,great seat window self
2874,general good service friendly
2875,seat half leg space box seat 35b
2876,space left leg
2877,seat 36b bad good pirate right leg
2878,seat limit leg space fix box seat
2879,plenty legroom usb power port seat odd smell nearby lavatory whatev
2880,mce seat awful
2881,business seat awful
2882,old nasty aircraft crt monitor break
2883,great space leg usual icelandicairs aircraft
2884,narrow uncomfortable seat
2885,incredibly old plane date toilet particularly unacceptably maintain
2886,seat entertainment tablet hand relatively good selection responsive touch
2887,seat narrow bed comfortable possible sleep
2888,food good flight cabin crew superb probably know piece junk plane
2889,old plane
2890,entertainment stsyem coach overhead screen
2891,flight mxp small box seat return plane different large box seat
2892,confusing power entertainment
2893,
2894,seat unconfortable recline inch
2895,seat biz power port seat main cabin extra car charger power port long haul flight carry converter ask nicely able
2896,seat little bit narrow seat control involuntarily activate arm seat need configure
2897,believe nice seat aisle access great business class
2898,seat toilet stable middle airplane good leg space tall person
2899,
2900,tall stretch seat comfortable sleep
2901,seat great extra inch legroom versus jal 787 return flight pleasant ride new airplane
2902,little old feeling inside comfortable seat decent pitch good choice ife
2903,international mid haul flight worth flight aircraft a320 cramp mid haul ife dreamliner narrow seat
2904,good seat good space good view outside
2905,great seat amenity legroom comfort
2906,old aircraft tight seating
2907,pleasant experience wife small child
2908,poor seat stick right plane limited recline
2909,extremely noisy right engine close
2910,poor seat les legroom ryan air flight spain absolutly shocking pay 252 extra seat sit lega forward small seat room comprimis crew seat large complain numerous time spend journy austrailia sit floor emergency exit
2911,spacious seat great view window
2912,little large tall seat fine comfortable
2913,seat fine board arrangement food service toilet inferior airline
2914,seat great tall 190
2915,lot space leg window great view
2916,leg room lavatory jut people congregate foot step kick frequently
2917,like quiet aircraft spacious toilet world traveller
2918,seat comfortable avoid sit seat world traveller tall presence inflight entertainment box seat support reduce space leg
2919,seat big comfortable lot leg space good recline
2920,hand plane old monitor lag lot touchscreen bit dodgy seat bit wear tear plane bit old overall like
2921,class seat plane wonderful travel seat aren plane business class little claustrophobic business class plane seat narrow terrible class seat wonderful spacious
2922,business class seat comfortable prefer good
2923,like seat good
2924,business class seat comfortable long flight
2925,good business class seat mini cabin quiet cozy
2926,seat small cramp surprisingly comfortable hour sfo pvg window seat surprising leg room
2927,seat okay bulkhead measure quiet galley activity
2928,overall flight experience disappointing food business class
2929,plane old nowadays excuse internet plane
2930,cramp seat aircraft warm long hual need look year old
2931,plenty space nice quiet marvelous service cabin crew experience travel class love
2932,seat aircraft comfortable notice wide width seat pitch reasonable
2933,good experience club world seat
2934,middle seat inconvenient bad look excellent sleep
2935,food flight awful service excellent
2936,experience heathrow great fly club reasonable price
2937,sit couple row wtp great seat fully recline seat bulkhead beh easy access toilet direclty cabin section curtain close flight excellent choice food choice dish club world menu
2938,toilet couple bothersome way wtp curtain section row wtp seat fully recline passanger ife box 25j slghtly bothersome overall good seat couple
2939,great plane quit new huge personal screen fresh great food good legroom good flight
2940,good seat time fly flight
2941,leg space bit low bus super comfortable seat display good
2942,new style plane decent medium screen window good place seat foot rest available recline overnight flight comfortable
2943,seat comfortable plane old old style medium screen grid line run day flight need recline seat comment
2944,seat great armrest unlimited leg room
2945,seat 20j 20k cool 20b 20c heater seat long flight pretty uncomfortable leg
2946,beware baby row ahead likely staff great support young parent
2947,nice wide premium eco seat plenty legroom comfy seat certainly bad
2948,great service entertainment need upgrade
2949,seat
2950,
2951,crew decent offer drink
2952,
2953,great seat regular eco great screen usb good movie
2954,seat window
2955,seat actually pretty good
2956,
2957,plus seat
2958,great lie flat seat great service good champagne
2959,bad seat
2960,fly regularly premium economy seat bad economy class seat
2961,recline ridiculous foam width bad light experience date
2962,excellent seat excellent staff excellent leg
2963,icn sfo excellent attentive service average food legroom problem video box space able fit foot seat avoid seat
2964,business class seat flight old worn uncomfortable angle lie flat seat
2965,happen end row think luck lay think arm rest impossible squeeze leg sit window good overnight flight
2966,seat k12 london mumbai 777 world traveller plus premium economy worth extra premium cabin row quiet
2967,staff brilliant seat good room economy alot width plenty leg room
2968,food hmmm average service super
2969,good clean modern aircraft
2970,long flight hour buenos aire london sleep high noise level engine cold bad insulation
2971,bad business class seat sit
2972,narrow uncomfortable storage seat
2973,perhps bad business class experience year impression money
2974,redeem feature crew pleasant cheerful
2975,seat recent flight perfect little distraction near toilet gatwick nearest exit port plane great seat service
2976,impressed service airline
2977,fly club world service available
2978,fast track security busy normal security priority boarding seat broken screen faulty choice food run beer ice cream
2979,great experience kl810 809 cgk kul return
2980,big vod screen good selection seat 100 flat slight offset seat mean good access aisle window seat
2981,fantastic klm service usual include gift little collectible ceramic house
2983,quiet section wbc
2984,plenty leg room isle narrow
2985,seat hard couple hour real pain
2986,aisle seat hard seat fairly new great usb charger
2987,good seat block neighbor contrary window rank
2988,wonderfull seat lot leg space cabin
2989,seat narrow
2990,plenty legroom reach touch bulkhead cold air floor level vent slight problem
2991,
2992,bulkhead seat economy row lot leg room
2993,great business class seat
2994,bulkhead immediately provide private feeling seat handy extra shelf place thing wine glass seat normally
2995,proximity galley lavatory problem sleep hour daytime flight
2996,nice economy plus seat foot rest pillow blanket
2997,seat great galley issue
2998,seat good service soo good
2999,flight operate qatar airway seat view good normal people aviator locate far engine view
3000,seat like standar business class seat extra legroom space close bathroom inflight kitchen
3001,seven hour flight pretty good
3002,seat uncomfortable hard
3003,ife nice
3004,premium economy seat good economy perfectly comfortable provide rest long haul flight
3005,
3006,noise toilet bothersome seat serve food choice main course leave
3007,flight attendant helpful economy main dish like leave
3008,
3009,ife great food better average company
3010,nice aisle seat rear end economy
3011,seat configuration row leave space aisle seat
3012,fly guangzhou ist 20170923 food good service seat comfortable
3013,fly incheon istanbul september 2017 great seat service par
3014,great seat great staff
3015,food outstanding good strike round world trip include thai class emirate air business
3016,seat flat bed large screen
3018,excellent sear wide legroom wasn noisy wide range function position seat
3020,leg space incredible
3021,video screen awesome
3022,seat business old worn uncomfortable
3023,narrow cross leg
3024,cushion wear seat lie flat 170 degree good
3025,food service okay avoid future poor condition seat
3026,good leg room good width seat cushion need bolster remote need replacement carpet need clean
3027,perfect seat legr family coach
3028,good seat lot legroom
3029,great seat close galley noise curtain
3030,excellent seat private close window
3031,fly jakarta amsterdam return seat good male large variety comfortable
3032,wife love adjustable foot rest like generous legroom
3033,new business prestige suite hl8011 great surprise boarding
3034,centre arm rest lift uncomfortable seat long flight
3035,great flight
3036,comfortable seat
3038,easy check
3039,pretty good seat despite comment
3040,meal service good amm doh
3041,armrest immovable horrible seat narrow uncomfortable
3042,normal seat width huge entertainment box cramping leg space
3043,new boeing plenty room great screen view movie
3044,good seat position near toilet close good service meal time
3045,great airline fly doha perth comfortable economy class great food ife highly recommend airline hour layover worth comfortable board
3046,seat narrow like configuration
3047,bad narrow seat window mean space left lean avoid bump shoulder neighbour
3048,bad flight year intensive flight travel
3049,sit seat general company seat type aircraft seat row result ridiculously narrow seat narrower normal adult shoulder male female
3050,beware device seat limit space
3051,business class seat lot narrow asian competitor like ana
3052,seat row
3053,good economy seat sit 777 beat middle eastern asian a380 seat
3054,great leg room great seat width
3055,equipment box steal foot space despite excellent ife huge movie choice large screen
3056,great seat
3057,overhead storage space large table area right monitor place small suitcase flight
3058,fly premiere paris new york confortable seat
3059,probably good experience view upgrade business premiere
3060,good seat near plane serve meal come
3061,new lie flat seat comfortable good storage room odd end
3062,row window row row economy cabin window seat window provide good view economy cabin
3063,indicate good seat
3064,fly premium economy fra yyz great experience
3065,seat extremely comfortable service great absolutely bad pricy ticket plus priority service like business class passenger baggage handling board priority
3066,bad seat recline seat recline leave space premium economy seat economy seat
3070,defg recline slightly hjk assume abc recline pleasant hour legroom window recline seat window
3071,row window seat recline
3072,bad business class seat design
3073,poor seat orientation inadequate leg room space footwell fully recline badly position head rest lumbar support tine
3074,
3075,new business class seat extremely uncomfortable tall head rest provide support slouch lumbar support provide benefit leg room inadequate movement severely restrict leg rest extension provide adequate support knee overhead lighting poorly position fully flat position room foot jam foot difficult entrance small restricted overall old pod superior bad business class seat impossible comfortable
3076,noise enjine loud pretty good legroom economy
3077,14hour flight bad good 50h kal777 300er
3078,seat lot legroom sit terminal landing
3079,good leg room good space seat
3080,wasn keen originally middle seat flight pretty middle seat decent room relax service great highly recommend qatar airway travel long distance
3081,curtain class intrude personal space seat
3082,26c great legroom slight kink aisle mean stretch leg people walk service cart hit foot sleep turn wall
3083,nice modern aircraft
3084,seat comfortable recline good
3085,seat 27a good alignment window
3086,enjoyable flight legroom good ife
3087,window row
3088,plenty leg room baby baskinet bothersome
3089,seat isn large premium business exit feel bit comfortable small legroom
3090,ton leg room premium economy aware people use walk step leg ask
3091,window stowage space centre seat mean competition little space window seat
3092,service meal excellent
3094,seat narrow uncomfortable
3095,fact uncomfortable seat fly major airline
3096,seat bad position bump board bump flight
3097,ton leg room rest bump ypu
3098,great cabin concept good view despite wing engine
3099,good premium economy flight yyz tel aviv
3100,seat comfortable service excellent
3101,knock lack space seat recline
3102,great hour flight
3103,comfortable seat daughter sit aisle centre excellent choice
3104,centre seat comfortable
3105,lot legroom good plugin tablet
3106,seat good new nice space leg
3107,great flight brand new airplane 787 dreamliner
3108,bad modern airplane world uncomfortable flight hour apart nefarious subject window darken button dark window light exterior follow annoying trip
3109,good seat half seat worth space right
3110,particularly helpful carry thing need flight want crowd leg space
3111,seat comfortable
3112,near exit leg space hear lavatory door bang flush sound time
3113,seat uncomfortable sleep flat seat impede bulk head uncomfortable fly lhr bom
3114,comfortable seat leg room economy class seat airline
3115,great dreamliner business class quiet 180 bed shadow window
3116,good flight experience
3117,fly time flight blr del dream liner good experience crew experience little unagreeable
3118,love seat standard great legroom middle feel incredibly comfy
3119,nice seat brand new aircraft inflight service awful avianca standard rude smile staff harsh noisy talk loudly galley sad think flight sao bog lax bog sao
3120,plane excellente bussine classwhere space independat seat
3121,row little beat space row business class
3122,close bathroom little bit space outside seat place hand luggage shoe
3123,
3124,fix box seat 34a stretch left leg uncomfortable long haul night flight
3125,narrow legroom box floor leave maybe width legroom
3126,good seat economy cabin
3127,uncomfortable economy seat experience
3128,storage lock row leave limited storage club world
3129,seat poor exit door protrude magazine rack situate seat force sit nearly degree angle
3130,horrible flight experience
3131,fly lot good seat
3132,hostess recently start sell seat bad
3133,seat comfortable
3134,plenty leg room wide
3135,
3136,overall good seat disturb toilet leg space course extremely good
3137,aircraft dreamliner 787 series seat small near toilet noisy lean doable
3138,overall seat aircraft tight small person
3139,row great generally disembark business class bassinet 10a know till flight
3140,seat legroom standard economy seat apart small section economy quieter
3141,great businss class seat plenty leg room overhead storage space
3142,travel honolulu brisbane seat excellent extra legroom awesome extra yes bit busy area toilet galley bother yes actually return
3143,window align seat recline hard smell toilet pretty bad hour
3144,pleased comfort seat legroom access light service button console good light general plane soft
3145,comfortable spacious business class lie flat seat
3146,service superb excellent food wine entertainment somewhat outdated
3147,know 787s like plane layout economy horrificly narrow seat noticebly bad layout 787 flight bhx bkk doha
3148,layout overly great overnight flight long haul absolute disgrace
3149,new modern air craft badly design seat bad leg room metal box floor foot crazy
3150,seat add storage space plus extra leg room noise galley loud
3151,nice fancy window adjust brightness seat extremely cramp enjoyable
3152,avoid economy class aircraft total wasn spacious leg start ache bothersome long haul flight
3153,absolutly bad seat try flight legroom non exist seat narrow bad thing seat low support service board good ife
3154,dreamliner great airplane aircraft clean impeccable seating wrong super uncomfortable im struggle comfortable position seat window airplane fuselage curve space seat difficult rest head sleep im fly 787 update experience service staff fine class train
3155,experience fine affordable dreamliner aircraft light attendant button arm rest impossible press arm elbow
3156,far bad flight neck pillow help
3157,seat tight
3158,narrow seat exacerbate door bulge avoid look leg space
3159,lot legroom exit door cut personal space limit legroom right wall seat
3160,seat comfortable
3161,bulkhead seat good legroom noise light galley prevent sleep hour flight somewhat funky cradle business seat
3162,good seat nice window good space leg
3163,great seat spacious wide comfy
3164,quiet cabin excellent service good food present real crockery cutlery wide choice menu copious drink wine spirt beer real glass friendly airteam good bye econoomy
3165,seat great leg space flight attendant amazing lovely
3166,great seat good wing view amd middle economy
3167,comfortable seating decent leg room enjoy flight sydney auckland
3168,seat lot storage space easy aisle
3169,overall flight experience excellent
3170,drawback seat bit narrow shoulder room height
3171,nice seat like fact table table able comfortable sleep half body table set
3172,good ife compare equivalent premium economy seat 777 200 seat 787 short lack swing calf rest comfortable sleep
3173,food bad economy airline service poor coffee breakfast hour flight
3174,probably bad seat aircraft choose window seat horror window seat
3175,uncomfortable claustrophobic flight life
3176,awful seat window like boe 787 900 economy seat hard use blanket cushion
3177,great window seat window clear aisle access
3178,possibly good seat club world business class
3179,787 wonderful aircraft
3180,agree previous comment great seat tight wall sufficient room view window
3182,lot legroom wide seat great service food
3183,excellent service good business class seat try open suite aisle access seat
3184,comfortable economy seat lot legroom
3185,large ife usb universal outlet seat
3186,new aircraft perfect condition
3187,row economy area little bit noisy general okay
3188,btw wifi available aircraft
3189,seat row comfort lack sound insulation toilet hear flushing toilet toilet sit extremely noisy
3190,good window flatb seat
3191,terrible seat pitch width economy class uncomfortable long haul flight
3192,airline fly comfortable seat aircraft
3193,great aircraft economy seat cramp tall person use seatguru book flight
3194,seat middle section overhead luggage compartment
3195,comfortable seat sound engine bothersome
3196,seat narrow economy seat curvature plane rear end
3197,great choice fly hour seat mandatory early morning flight nice good choice bulkhead seat economy
3198,
3199,head compartment small middle row head compartment share board later stage immediate space especially bag
3200,seat old leg space airline
3201,movie update late old average rat film
3202,food good staff good
3203,good locate seat isolate noise single window seat
3204,travel amsterdam kansai osaka pretty impressed new aircraft clean crisp new aircraft
3205,sit economy seat 21j adequate leg space
3206,inflight entertainment cabin good
3207,short leg room
3208,seat great curve plane appear slightly small
3209,seate unconfortable emergency door raft use space legroom habe leg
3210,flight mad scl perfect seat bed drink food service
3211,nice seat middle galy bathroom noisy
3212,good seat business class
3213,plane beautiful outside technology consumption plane world economy traveller high 180 seat unconfortable sleep
3214,nice good legroom foot cabin crew friendly
3215,lot leg room good wifi nice mag order stuff model 747 800 good service proximity cabin crew ask
3216,noisy propeller
3217,seat good leg room class seat uncomfortable seat set uncomfortable angle recline help
3218,plenty leg room armrest window short jab poor design good
3219,
3220,seat kinda narrow simply lift center armrest alot comfortable
3221,im foot inch tall mce seat plenty room
3222,exit row extra leg room shoulder room small plane flight
3223,yes seat little narrow plenty leg space
3224,hour flight completely comfortable
3225,plenty leg room space sadly recline
3226,unmovable armrest narrow seat
3227,good seat comfortable seat good window
3228,rid plane old noisy dirty
3229,1df row good plane
3230,1df good leg room seat tray
3231,label preferred seat leg room true tray table
3232,small plane comfortable seat wide foot hindranc
3233,great seat plenty legroom
3234,good seat comfortable leg space
3235,comfortable wide seat generous legroom
3236,good experience madrid london city airport wednesday
3237,seat 25d strictly speak exit seat extra inch legroom seat fully recline plane little taper rear row actually good plane
3238,spacious seat view wing
3239,seat seat
3240,incredible legroom seat storage aisle angle bump passenger
3241,restroom people kinda skimpy good luck seat belt sign
3242,comfortable seat window misalign difficult
3243,massive legroom bulkhead seat storage
3244,good leg space
3245,spacious comfortable seat extra legroom
3246,unfortunate power outlet comfortable plane compare regional jet
3247,seat comfortable nice armrest stable tray table ample storage seatback
3248,plane quiet airy compare regional
3250,position bulkhead leave limited legroom underseat storage
3251,nice seat special nice window aisle time
3252,bad airline
3253,charge seat uncomfortable
3255,lot legroom comfortable seat
3256,comfortable aircraft legroom good inflight service
3257,nice wide seat space leg
3258,storage space seat equipment limited storage small space briefcase
3259,great seat nice leg room seat storage
3260,bulk head seat great space tray armrest little bit unstable
3261,good seat leg space expect
3262,undoubtedly good seat business class section plane row seat right handside plenty legroom row left handside stretch leg far
3263,seat good table armrest normal table additonal telescopic extension
3264,leg cramp seat big guy uncomfrontable
3265,regional jet cramp uncomfortable plane great feel like large jet like 737
3266,seat lot legroom aisle awkward turn mean bump passenger
3267,comfortable seat
3268,legroom knee seat ahead plenty space width wide
3269,cold seat constant flow cold air flight attendant able help
3270,love aircraft seat comfortable plenty leg room
3271,big guy far comfortable flight
3272,nice individual seat class
3273,e175 seat class legroom bulkhead separate mce
3274,aisle seat seat aisle traffic bothersome
3275,seat row recline lavatory
3276,perfect legroom seat cold
3277,footr overhead crew rest area row
3278,poor narrow seat
3279,food poor
3280,excellent seat rear plane considerably louder rear mount engine
3281,good seat fuselage angle change row window seat quiet bit extra legroom
3282,seat provide lot leg room seat imply personal screen table extract left armrest
3283,proximity lavatory allow choose perfect time use avoid queue jammed moment
3284,seat large entertainment box seat leave inch width foot
3285,seat comfortable
3286,seat window view
3287,flight entertainment outdat power
3288,comfortable seat nice flight attendant boe 777 fly nrt sin complaint kid fight jab seat help
3289,overall nice flight recommend singapore airline
3290,comfortable seat hike toilet
3291,row slighly good remain business class row seat space leg flatbed large
3292,seat extra legroom space aisle premium economy
3293,underseat storage armrest foot hit time luggage cart flight attendant position aisle
3294,ihave unfomtable seat sit long haul flight
3295,
3296,trolley hit monitor constantly complain worth money complain singapore airline
3297,seat great fly singapore great comfort
3298,great seat worry free recline
3299,
3300,seat good seat plenty leg room close toilet cabin crew friendly helpful look passenger exellence fly singapore regard kenneth thoma
3301,new business class seat comfortable
3302,sia service great usual
3303,seat nice wide standard flight condition
3304,197 tall lay turn bed offset leg uncomfortable stretch
3305,prefer row seat add previous comment good food menu available anymore row pantry
3306,seat uncomfortable long haul
3307,comfortable economy seat remember flight hour
3308,service excellent worth extra cost
3309,seat 43a recline seating good seat galley noise light issue
3310,good seat window seat good food
3311,uncomfortable flight economy class reduce seat width asian small body size
3312,great seat great cathay service usual fly hkg kunm seat stretch great regional economy class
3313,poor seat interupt lavatory
3314,fly seat mex lhr confortable seat huge legroom entertainment wasn good nice dinner delicious breakfast nice
3315,overall good seat
3316,bad expensive airline seat rest work fly aeromexico help
3317,ross seat confortable flight am2 boeing 777
3318,nice aircraft nice seat
3319,seat good window visibility immediately ahead propeller bit noisy
3320,comfortable seat noisy right engine think aircraft overall noisy
3321,window comfortable quiet
3322,sit seat boise seattle fairly noisy turbo prop time turbo prop flight quiet enjoy fly q400 summer
3323,close proximity engine noisy flight
3324,feel seat good leg room ideal disembark
3325,great window seat cricked neck look
3326,good seat good window view close toilet exit point
3327,window slightly seat uncomfortable look
3328,prop row best avoid good noise cancel headphone
3329,fly time aircraft exactly tin good aircraft comfortable crew great job look flight happy use fly internal flight
3330,great flight adequate legroom min flight recline comfortable
3331,great aircraft short haul
3332,fast decent comfort roomier cabin crj good sized place window
3333,pretty nice seat
3334,choose seat charge 24h check
3335,seat row comfortable spacious
3336,crew notch warm friendly extremely professional
3337,serve lovely hot meal wine enjoy great flight toronto fort myer
3338,plane little cramp unbearably similar budget airline
3339,hour fine flight
3340,staff good free drink
3341,seat tight leg room inch short pitch economy versus premium economy
3342,beware rouge aircraft air canada cram row versus regular model
3343,comfortable bulk head seat washroom problem
3344,foot legroom little tight especially small bag foot
3345,time rouge hour flight orlando toronto wifi entertainment use device complimentary snack aircraft feature overhead personal air jet cool stuffy cabin
3346,10a seat bad minute notice barely exit row seat change
3347,extra space 13th 14th row great tall people
3348,11c good seat economy class food arrive fast
3349,equipment leg space
3350,legroom crew jumpseat leg room
3351,boe 777 300er moscow new york plastic block seat reduce space foot
3352,seat align generous seat pitch highly recommendable
3353,angle flat business class seat short flight uncomfortable overnight flight singapore brisbane
3354,space seat reduce metal box
3355,comfortable flight
3356,seat perfect align window perfect wing view
3357,legroom fine reason seat recline
3358,extra leg room great good normal seat
3359,good seat normal pitch galley toilet bothersome
3360,exit row tiny fisheye window exit door
3361,large person 120 176 seat great plenty leg room trolley use narrow hit like airline service fantastic close toilet need great flight highly recommend
3362,need window good seat
3363,
3364,agree comment sing seat arrangement cramp extra money pay extra fee seat time
3365,seat good plane illuminator leg room wide seat seat triangle corner space leg
3366,seat row legroom
3367,galley bothersome meal service come second galley
3368,good seat economy little extra leg room curve body plane
3369,
3370,recline good noise gally
3372,near lavatory seat seat row leg space width seat row putyour leg half width
3373,seat row offer excellent comfort sleep impression class suite
3374,seat 14k great seat
3375,seat row 65a window
3376,seat nice nice big leg room sit view good wing block view
3377,standard uncomfortable seat couple day twisted misshap seat super uncomfortable bed bad good poor product carpet grubby old pub
3378,good business quality large bed seat comfortable pillow little mirror lot different plug device
3379,good service good food
3380,bad seat sit close galley noise non stop noise door open shut incessantly
3381,leg room standard business hutch noise way compensate
3382,huge price ticket total waste money recently flight a380 comfortable
3383,seat pretty tight regional aircraft commonly use 30min sector
3384,noisy right propeller service good
3385,pretty nice 30min flight
3386,seat space leg middle seat like 12f mor space leg airplane like boeing airbus
3387,row lot space bulkhead far away closet
3388,missalign window shoulder passinger good seat view
3389,seat okay interior outdated compare new easyjet plane leg room little similar a319 austrian operate air berlin
3390,lot space leg
3391,lot legroom
3392,flight excellent crew helpful
3393,great service aer lingus crew kind
3394,cpg nice plane fly return home lovely trip lot easy
3395,excellent seat plenty legroom dedicate overhead locker row
3396,plane great
3397,flight crew great
3398,
3399,noisy seat location
3400,
3402,big plane aerway good
3403,seat comfortable sleep hour watch movie eat
3404,nice airplane
3405,extreme makeover 321 cabin seat executive class longer like sit wooden bench
3406,nice layout aircraft executive
3407,overnight service great
3408,screen work usb regular plug phone
3409,long flight
3410,great seat nice leg room
3411,reduce leg room little recline right armrest close washroom premium seat
3412,fly air canada toronto rome 1st class service wide seat ptv special treatment flight guess class flight day fortunate like fly seat
3413,fly economy plus airline good air canada lack leg support drawback especial hour flight food drink average economy class plus wide seat
3414,good leg room close washroom lot traffic isle near washroom
3415,seat narrow
3416,seat comfortable sufficient leg room
3417,difficulty inability adjust location arm rest little flexibility able
3418,jog aisle business class setting row difficult flight attendant manoeuvre passenger exercise caution
3419,comfortable flight crew great
3420,comfortable sit leg space
3421,great seat lot leg room quiet aircraft
3422,plenty leg room economy food okay cabin staff polite helpful alcohol wine beer long haul flight travel airline
3423,enjoy flight comfortable overpack fellow traveller quick landing gate fine snack coffee biscuit serve
3424,plane comfortable service good
3425,air france a318 comfortable plane
3426,nice crew great service
3427,normal seat narrow bulky amovible arm
3428,seat confortable enternatinment
3429,seat hard
3430,nice seat space leg new a321 lot space leg
3431,emergency exit seat plenty legroom foot rest
3432,flight fold seat little small
3433,seat narrow hard use seat headphone jack comfortable
3434,excellent row luckily seat wonderful flight
3435,great meal sleep way
3436,good seat small limited flight entertainment
3437,excellent flight perfectly time service board good food expect standard air france
3438,care entertainment available
3439,good seat space straight access aisle
3440,vibration feel seat people walk hard aisle
3441,perfect annoying problem narrow seat coupd meal bump passenger right left
3442,seat accilent plenty leg room present
3443,fortunately flight small baby use bacinate
3444,overall experience good
3445,small seat little entertainment excellent service
3446,seat comfortable small
3447,seat good business class seat nice
3448,plenty legroom seat recline fine food fine staff friendly cheerful
3449,comfortable seat nice size entertainment excellent service
3450,fantastic service food great watch mauritius punch
3451,tall little legroom long haul flight pleasant
3452,leg straight seat food average poor kid hat entertainment poor film loop demand
3453,ipad charge service overall great hurry fly
3454,poor entertainment long hour air
3455,entertainment change renew day limit choice
3456,food average appealing service onboard randomly offerr
3457,night flight window seat necessary
3458,middly raw seat good want disturb fellow passenfer
3459,fabulous plane positive thing service minute feel like crew problem service certainly smile food dreadful possible eat allthugh kid food order kid meal available 11hour flight snack biscuit food child starve tell business problem cheese roll staff actually try feel guilty
3460,business honestly fly carrier experience flight level bad service budget airline good
3461,window seat seat classify exit pay sit seat exit seat seat narrow table entertainment flight hour close seat wear baby cot irritation service excellent new plane smell good lighting effect wide body claustrophobic
3462,great seat clean comfortable
3463,fresh air flow cabin pressure excellent
3464,leg space good
3465,entertainment excellent particularly free wifi borad super great
3466,comforable seat space room
